150	Unable to reach the specified area. Please try to delete no-go zones in the path.
151	The path is blocked. Please try to clear obstacles around your robot.
152	The path is blocked. Please try to delete no-go zones or move your robot out of this area.
153	Your robot is detected in the no-go zone. Please move your robot out of this area.
154	Operated too frequently. Please try again later.
155	Start to return to the charging and the mop cleaning dock.
156	Mop pad tray uninstalled.
157	Am already at the charging and the mop cleaning dock.
162	Camera is on
163	Camera monitoring
164	Task ends
166	Please clean the foreign objects tangled in the mop pad
169	Mop pad drying complete
170	All the buttons are locked. Please press and hold the buttons on the base station to unlock
171	AI recognition function on
172	AI recognition function off
173	Please replace the Silver Ion sterilizer
177	Leaving the base station
179	Mop pad cleaned. The water in the clean water tank is insufficient. Please fill the clean water tank and empty the used water tank
181	Insufficient water. Please fill the clean water tank
186	Please check the fresh tank
187	It will about 5 to 10 minutes
188	Automatic docking engaged
200	No! Not that! Help! Help.
244	Detergent bottle installed
257	Camera monitoring exited
258	Self-positioned. Cruising started
259	Self-positioned. Proceeding to the designated location
260	Self-positioned. Cruising resumed
261	Self-positioned. Resume proceeding to the designated location
262	Self-positioning failed
263	Please clean the foreign objects tangled in the main brush. Reposition the robot and start it again
264	Task complete. Please clean the dust bin and the wash board
266	Please replace the detergent
267	Please clean the sensors
274	*Ding sound*
280	Start custom cleaning
281	The robot is auto emptying. Please try again later
282	The robot is cleaning the mop pad. Please try again later
283	The robot is not in the base station. Please try again later
293	Calling enabled
294	Calling disabled
